"Question Body Mismatch","The purpose of this checklist is to assist experienced accountants in determining whether financial statements comply with the disclosure requirements of FRS 102 The Financial Reporting Standard applicable in the UK and Republic of Ireland.

The checklist also includes relevant disclosures derived from: 

- IFRSs referenced from FRS 102;

- The Companies Acts (2006) & supporting legislation affecting accounts, directors' remuneration reports, & directors' reports; 

- The LLP SORP (2015 and 2017) and LLP legislation; 

- The charity SORP (2015 and 2019) including Scottish charity legislation; 

- The AIC SORP (2014 and 2018); 

- The IMA SORP (2014 and 2017); 

- The academies accounts direction 2014 to 2015, 2015 to 2016, 2016 to 2017, 2017 to 2018 and 2018 to 2019 for those applying the charity SORP 2015 or 2018; 

- Registered housing provider SORP 2014 and 2018 including accounts directions and determinations for England, Scotland and Wales;

- Accounting for further and higher education SORP 2014 and 2019 including accounts directions and determinations for England, Scotland and Wales;

-- The UK Corporate Governance Code; 

- Operating and Financial Reviews; and 

- Preliminary announcements.
","The purpose of this checklist is to assist experienced accountants in determining whether financial statements comply with the disclosure requirements of FRS 102 The Financial Reporting Standard applicable in the UK and Republic of Ireland.

The checklist also includes relevant disclosures derived from: 

- IFRSs referenced from FRS 102;

- The Companies Acts (2006) & supporting legislation affecting accounts, directors' remuneration reports, & directors' reports; 

- The LLP SORP (2015 and 2017) and LLP legislation; 

- The charity SORP (2015 and 2019) including Scottish charity legislation; 

- The AIC SORP (2014 and 2018); 

 - The IMA SORP (2014 and 2017); 

 - The academies accounts direction 2014 to 2015, 2015 to 2016, 2016 to 2017, 2017 to 2018, 2018 to 2019 and 2019 to 2020 for those applying the charity SORP 2015 or 2018; 

- Registered housing provider SORP 2014 and 2018 including accounts directions and determinations for England, Scotland and Wales;

- Accounting for further and higher education SORP 2014 and 2019 including accounts directions and determinations for England, Scotland and Wales;

-- The UK Corporate Governance Code; 

- Operating and Financial Reviews; and 

- Preliminary announcements."
"Question Body Mismatch","This checklist should only be used for accounting periods ending on or after 31 December 2012 where FRS 102 is being adopted.

Where the financial statements are for a periods ending before this date, please contact Ideagen in order to ascertain the
most suitable checklist to apply in your scenario.","This checklist should  only be used for accounting periods  ending on or after 31 December 2012 where FRS 102 is being adopted.

Where the financial statements are for a periods ending before this date, please contact Ideagen in order to ascertain the
 most suitable checklist to apply in your scenario."
"Question Body Mismatch","Is the entity within the scope of a SORP or Accounts Direction (or volunteering to comply with one where it does not conflict with the framework adopted)?


Note. Where the entity is a charity but a separate SORP exists for a particular class of charity, eg SORP applicable for Registered Social Housing Providers or further and higher education, those SORPs should be used and not the charity SORP.","Is the entity within the scope of a SORP or Accounts Direction (or volunteering to comply with one where it does not conflict with the framework adopted)?


Note.  Where the entity is a charity but a separate SORP exists for a particular class of charity, eg SORP applicable for Registered Social Housing Providers or further and higher education, those SORPs should be used and not the charity SORP."
"Question Body Mismatch","Is the entity a UK authorised fund? Note. If the answer is 'Yes', the checklist will include the requirements from the IMA SORP for financial statements of Uk Authorised Funds (issued May 2014 and June 2017).","Is the entity a UK authorised fund? Note.  If the answer is 'Yes', the checklist will include the requirements from the IMA SORP for financial statements of Uk Authorised Funds (issued May 2014 and June 2017)."
"Question Body Mismatch","What is the first day of the entity�s accounting period?","What is the first day of the entity’s accounting period?"
"Question Body Mismatch"," Does the entity wish to early adopt the amendments to FRS 102 - UK exit from the EU?","Does the entity wish to early adopt the amendments to FRS 102 - UK exit from the EU?"
"Question Body Mismatch","Do you want the checklist to assist in determining whether the company or LLP is small, medium or large? Note. This will not determine if the entity can adopt the micro-entity provisions.","Do you want the checklist to assist in determining whether the company or LLP is small, medium or large?  Note. This will not determine if the entity can adopt the micro-entity provisions."
"Question Body Mismatch","Does the entity qualify for: -Small exemptions; - Medium-sized exemptions, or - None of the above?","Does the entity qualify for:

-Small exemptions;

- Medium-sized exemptions, or

- None of the above?"
"Question Body Mismatch","Is the entity an overseas company as defined in the Companies Act 2006? See Help for guidance.","Is the entity an overseas company as defined in the Companies Act 2006?  See Help for guidance."
"Question Body Mismatch","Please select the type of entity that this checklist is being answered for: 
Private Company - a UK private company that is limited by shares (Ltd or c.i.c); 
Public Company - a UK public limited company (Plc) or c.i.c.; 
Unlimited Company - a UK unlimited company (or c.i.c.) or a company limited by [membership] guarantee; 
LLP - a limited liability partnership (LLP) incorporated in Great Britain under the 2000 Act, or 
None of the above? 
If the entity is a Qualifying Partnerships, please tick private company. If the entity is a Co-operative and Community Benefit Societies select none of the above.","Please select the type of entity that this checklist is being answered for: 
Private Company - a UK private company that is limited by shares (Ltd or c.i.c); 
Public Company - a UK public limited company (Plc) or c.i.c.; 
Unlimited Company - a UK unlimited company (or c.i.c.) or a company limited by [membership] guarantee; 
LLP - a limited liability partnership (LLP) incorporated in Great Britain under the 2000 Act, or 
None of the above? 
If the entity is a Qualifying Partnerships, please tick private company.  If the entity is a Co-operative and Community Benefit Societies select none of the above."
"Question Body Mismatch","Please select which item(s) describe the group membership of the entity (tick all that apply):","Please select which item(s)  describe the group membership of the entity (tick all that apply):"
"Question Body Mismatch","At any time within the financial year in question was the entity:-

(a) a quoted company as defined in section 385(2) of the Companies Act 2006, 

(b) a company that� 

(i) is an authorised insurance company, a banking company, an e-money issuer, a MiFID investment firm or a UCITS management company, or 

(ii) carries on insurance market activity, or 

(c) a special register body as defined in section 117(1) of the Trade Union and Labour 
Relations (Consolidation) Act 1992 (c 52) or an employers� association as defined 
in section 122 of that Act or Article 4 of the Industrial Relations (Northern Ireland) 
Order 1992 (S.I. 1992/807) (NI 5).","At any time within the financial year in question was the entity:-

(a) a quoted company as defined in section 385(2) of the Companies Act 2006, 

(b) a company that— 

(i) is an authorised insurance company, a banking company, an e-money issuer, a MiFID investment firm or a UCITS management company, or 

(ii) carries on insurance market activity, or 

(c) a special register body as defined in section 117(1) of the Trade Union and Labour 
Relations (Consolidation) Act 1992 (c 52) or an employers’ association as defined 
in section 122 of that Act or Article 4 of the Industrial Relations (Northern Ireland) 
Order 1992 (S.I. 1992/807) (NI 5)."
"Question Title Mismatch","Subsidiary accounts audit exemption exclusions","Subsidiary accounts audit exemption conditions"
"Question Title Mismatch","Subsidiary accounts audit exemption exclusions","Subsidiary accounts audit exemption conditions"
"Question Title Mismatch","Subsidiary accounts audit exemption exclusions","Subsidiary accounts audit exemption conditions"
"Question Title Mismatch","Subsidiary accounts audit exemption exclusions","Subsidiary accounts audit exemption conditions"
"Question Title Mismatch","Subsidiary accounts audit exemption exclusions","Subsidiary accounts audit exemption conditions"
"Question Title Mismatch","Subsidiary accounts audit exemption exclusions","Subsidiary accounts audit exemption conditions"
"Question Body Mismatch","The subsidiary must meet all the above conditions to take advantage of the available exemption. The checklist will now assume that the exemption conditions are not being applied.","The subsidiary must meet all the above conditions to take advantage of the available exemption.  The checklist will now assume that the exemption conditions are not being applied."
"Question Body Mismatch","As the entity's most recent previous annual financial statements did not contain an explicit and unreserved statement of compliance with FRS 102, has the entity:

(1) applied section 35, ""Transition to this FRS"", or

(2) applied FRS 102 retrospectively in accordance with Section 10 Accounting Policies, Changes in Estimates and Errors as if the entity had never stopped applying FRS 102?

Note: First time adopters of FRS 102 should answer (1) but other entities have a choice of (1) or (2).","As the entity's most recent previous annual financial statements did not contain an explicit and unreserved statement of compliance with FRS 102, has the entity:

(1) applied section 35, ""Transition to this FRS"", or

(2)  applied FRS 102 retrospectively in accordance with Section 10 Accounting Policies, Changes in Estimates and Errors as if the entity had never stopped applying FRS 102?

Note: First time adopters of FRS 102 should answer (1) but other entities have a choice of (1) or (2)."
"Question Body Mismatch","Does the entity voluntarily disclose earnings per share?
","Does the entity voluntarily disclose earnings per share?"
"Question Body Mismatch","Does the parent of the group of which this entity is a member:","Does the parent of the group of which this entity is a member:

prepare publicly available consolidated financial statements which are intended to give a true and fair view (of the assets, liabilities, financial position and profit or loss)?"
"Question Body Mismatch","prepare publicly available consolidated financial statements which are intended to give a true and fair view (of the assets, liabilities, financial position and profit or loss)?","Does the parent of the group of which this entity is a member:

prepare publicly available consolidated financial statements which are intended to give a true and fair view (of the assets, liabilities, financial position and profit or loss)?"
"Question Body Mismatch","include this entity in the consolidation?","Does the parent of the group of which this entity is a member:

include this entity in the consolidation?"
"Question Body Mismatch","Is management aware, in making its assessment of an entity's ability to continue as a going concern, of material uncertainties related to events or conditions that cast significant doubt upon that entity�s ability to continue as a going concern?","Is management aware, in making its assessment of an entity's ability to continue as a going concern, of material uncertainties related to events or conditions that cast significant doubt upon that entity’s ability to continue as a going concern?"
"Question Body Mismatch","Has the entity:","Has the entity:

- disposed of any material subsidiaries or unincorporated businesses?"
"Question Body Mismatch","#NAME?","Has the entity:

- disposed of any material subsidiaries or unincorporated businesses?"
"Question Body Mismatch","#NAME?","Has the entity:

- carried out research or development?"
"Question Body Mismatch","#NAME?","Has the entity:

- operated in non-UK markets?"
"Question Body Mismatch","#NAME?","Has the entity:

- more than one class of business?"
"Question Body Mismatch","In relation to the accounting period, has the entity:","In relation to the accounting period, has the entity:

- events after the balance sheet date (adjusting or not)?"
"Question Body Mismatch","- events after the balance sheet date (adjusting or not)?

","In relation to the accounting period, has the entity:

- events after the balance sheet date (adjusting or not)?"
"Question Body Mismatch","#NAME?","In relation to the accounting period, has the entity:

- any other exceptional or extraordinary items?"
"Question Body Mismatch","Does the entitys statutory framework prevent it using a Companies Act balance sheet format?

Select 'Yes' if you are a charity, academy trust or further and higher educaton establishment.","Does the entity's statutory framework prevent it using a Companies Act balance sheet format?

Select 'Yes' if you are a charity, academy trust or further and higher educaton establishment."
"Question Body Mismatch","Does the entity follow statutory:

1) balance sheet format 1 (vertical); or

2) balance sheet format 2 (horizontal)? This included abridged or adapted balance sheets where relevant.","Does the entity follow statutory:

1)   balance sheet format 1 (vertical); or

2)   balance sheet format 2 (horizontal)?  This included abridged or adapted balance sheets where relevant."
"Question Body Mismatch","Which of the following items does the entity have:","Which of the following items does the entity have:

Intangible assets"
"Question Body Mismatch","Intangible assets","Which of the following items does the entity have:

Intangible assets"
"Question Body Mismatch","Tangible fixed assets?","Which of the following items does the entity have:

Tangible fixed assets?"
"Question Body Mismatch","Property, plant and equipment?","Which of the following items does the entity have:

Property, plant and equipment?"
"Question Body Mismatch","Investment property?","Which of the following items does the entity have:

Investment property?"
"Question Body Mismatch","Biological assets related to agricultural activity?","Which of the following items does the entity have:

Biological assets related to agricultural activity?"
"Question Body Mismatch","Investments in Associates?","Which of the following items does the entity have:

Investments in Associates?"
"Question Body Mismatch","Heritage Assets?","Which of the following items does the entity have:

Heritage Assets?"
"Question Body Mismatch","investments (including subsidiaries)?","Which of the following items does the entity have:

investments (including subsidiaries)?"
"Question Body Mismatch","Investments in: 

joint ventures; 
jointly controlled entities; 
jointly controlled operations, or 
jointly controlled assets?","Which of the following items does the entity have:

Investments in: 

joint ventures; 
jointly controlled entities; 
jointly controlled operations, or 
jointly controlled assets?"
"Question Body Mismatch","Financial Instruments?","Which of the following items does the entity have:

Financial Instruments?"
"Question Body Mismatch","Financial Instruments measured at fair value?","Which of the following items does the entity have:

Financial Instruments measured at fair value?"
"Question Body Mismatch","Impaired assets?","Which of the following items does the entity have:

Impaired assets?"
"Question Body Mismatch","Contingent assets?","Which of the following items does the entity have:

Contingent assets?"
"Question Body Mismatch","Share-based payment transactions?","Which of the following items does the entity have:

Share-based payment transactions?"
"Question Body Mismatch","share capital?","Which of the following items does the entity have:

share capital?"
"Question Body Mismatch","Inventory/stock/work in progress?","Which of the following items does the entity have:

Inventory/stock/work in progress?"
"Question Body Mismatch","long term contracts?","Which of the following items does the entity have:

long term contracts?"
"Question Body Mismatch","debtors?","Which of the following items does the entity have:

debtors?"
"Question Body Mismatch","creditors or loans except debentures?","Which of the following items does the entity have:

creditors or loans except debentures?"
"Question Body Mismatch","Provisions and contingent liabilities?","Which of the following items does the entity have:

Provisions and contingent liabilities?"
"Question Body Mismatch","actual or potential deferred tax?","Which of the following items does the entity have:

actual or potential deferred tax?"
"Question Body Mismatch","Leases?","Which of the following items does the entity have:

Leases?"
"Question Body Mismatch","Grants receivable?","Which of the following items does the entity have:

Grants receivable?"
"Question Body Mismatch","Does the entity own any:","Does the entity own any:

- land or buildings for its own use?"
"Question Body Mismatch","#NAME?","Does the entity own any:

- land or buildings for its own use?"
"Question Body Mismatch","Does the cost of any asset include capitalised finance costs?

Notes:
1. Companies Act restricts such interest to the period of production.
","Does the cost of any asset include capitalised finance costs?

Notes:
1. Companies Act restricts such interest to the period of production."
"Question Body Mismatch","Does the entity follow:

1) profit and loss format 1 (expenses by function, vertical);

2) profit and loss format 2 (expenses by nature, vertical);

3) profit and loss format 3 (expenses by function, horizontal); or

4) profit and loss format 4 (expenses by nature, horizontal)?

Note:""by function"" means cost of sales, distribution, administrative etc. ""by nature"" means raw materials, staff costs, depreciation etc.
LLP's can only select format 1 or format 2. This included abridged or amended formats where relevant.","Does the entity follow:

1) profit and loss format 1 (expenses by function, vertical); or

2) profit and loss format 2 (expenses by nature, vertical)?

Note:""by function"" means cost of sales, distribution, administrative etc. ""by nature"" means raw materials, staff costs, depreciation etc.  This included abridged or amended formats where relevant."
"Question Body Mismatch","Are the entity's investments:

1) - unlisted?

2) - listed?

3) - both listed and unlisted?","Are the entity's investments:

1)   - unlisted?

2)   - listed?

3)   - both listed and unlisted?"
"Question Body Mismatch","Other than its investments in subsidiary entities, does the entity have:","Other than its investments in subsidiary entities, does the entity have:

- any associated undertakings (generally more than 20% of voting rights)?"
"Question Body Mismatch","- any associated undertakings (generally more than 20% of voting rights)?","Other than its investments in subsidiary entities, does the entity have:

- any associated undertakings (generally more than 20% of voting rights)?"
"Question Body Mismatch","- significant shareholdings in any undertaking (generally more than 20% of any class of shares or 20% of assets)?","Other than its investments in subsidiary entities, does the entity have:

- significant shareholdings in any undertaking (generally more than 20% of any class of shares or 20% of assets)?"
"Question Body Mismatch","Do the financial statements of the reporting entity include:","Do the financial statements of the reporting entity include:

(a) provisions (ie liabilities of uncertain timing or amount);"
"Question Body Mismatch","(a) provisions (ie liabilities of uncertain timing or amount);","Do the financial statements of the reporting entity include:

(a) provisions (ie liabilities of uncertain timing or amount);"
"Question Body Mismatch","(b) contingent liabilities;","Do the financial statements of the reporting entity include:

(b) contingent liabilities;"
"Question Body Mismatch","(c) amounts in respect of financial guarantee contracts?","Do the financial statements of the reporting entity include:

(c) amounts in respect of financial guarantee contracts?"
"Question Title Mismatch","Funding commitments: scope","IR benchmark reform"
"Question Title Mismatch","Pension arrangements","Funding commitments: scope"
"Question Title Mismatch","Pension arrangements","Funding commitments: scope"
"Question Body Mismatch","- defined benefit pension schemes? 

Note: Under a defined benefit scheme, benefits are determined independently of the contributions payable, for example based on final salary. This would include a defined benefit multi-employer scheme that is being accounted for as a defined contribution arrangement under FRS 102.","Are the entity's employees covered by:

- defined contribution or money purchase pension schemes or by entity contributions to personal pension plans?"
"Question Body Mismatch","#NAME?","Are the entity's employees covered by:

- defined benefit pension schemes? 

Note: Under a defined benefit scheme, benefits are determined independently of the contributions payable, for example based on final salary. This would include a defined benefit multi-employer scheme that is being accounted for as a defined contribution arrangement under FRS 102."
"Question Body Mismatch","#NAME?","Are the entity's employees covered by:

- any unfunded pensions?"
"Question Title Mismatch","Multi-employer scheme","Pension arrangements"
"Question Body Mismatch","Has the entity accounted for any of the following types of employee benefits: 




","Has the entity accounted for any of the following types of employee benefits:

(a) other long-term employee benefits, which are all employee benefits, other than short-term employee benefits, post-employment benefits and termination benefits; or"
"Question Body Mismatch","(a) other long-term employee benefits, which are all employee benefits, other than short-term employee benefits, post-employment benefits and termination benefits; or","Has the entity accounted for any of the following types of employee benefits:

(a) other long-term employee benefits, which are all employee benefits, other than short-term employee benefits, post-employment benefits and termination benefits; or"
"Question Body Mismatch","(b) termination benefits, which are employee benefits provided in exchange for the termination of an employee�s employment as a result of either:

(i) an entity�s decision to terminate an employee�s employment before the normal retirement date; or

(ii) an employee�s decision to accept voluntary redundancy in exchange for those benefits?","Has the entity accounted for any of the following types of employee benefits:

(b) termination benefits, which are employee benefits provided in exchange for the termination of an employee’s employment as a result of either:

(i) an entity’s decision to terminate an employee’s employment before the normal retirement date; or

(ii) an employee’s decision to accept voluntary redundancy in exchange for those benefits?"
"Question Body Mismatch","Did the entity effect any business combinations in the period? Note. You should answer 'No' to this question if the only business combinations are group reconstructions.","Did the entity effect any business combinations in the period?  Note.  You should answer 'No' to this question if the only business combinations are group reconstructions."
"Question Body Mismatch","Has the entity entered into any transactions with related parties, or are there outstanding balances between the entity and related parties?

See help for further guidance on related parties under FRS 102.

Note: If all related party transactions are between members of a group and all involved subsidiaries are wholly owned by such a member, and there are no outstanding balances within that group, no disclosures are required and so a 'N/A' answer can be given. This exemption is not available for charities (see SORP para 9.17 and 23.4) If the entity is applying section 1A of FRS 102, no disclosure is required if the transactions have all been concluded under normal market conditions and so a 'N/A' answer can be given. If there are no transactions but there are outstanding balances you should answer 'Yes' to this question, although if you are using the Companies Act formats, the disclosure of oustanding balances is covered by using those formats and disclosing the balances within debtors and/or creditors. Therefore if this is the case, a 'N/A' answer can be given.","Has the entity entered into any transactions with related parties, or are there outstanding balances between the entity and related parties?

See help for further guidance on related parties under FRS 102.

Note: If all related party transactions are between members of a group and all involved subsidiaries are wholly owned by such a member, and there are no outstanding balances within that group, no disclosures are required and so a 'N/A' answer can be given.  This exemption is not available for charities (see SORP para 9.17 and 23.4)  If the entity is applying section 1A of FRS 102, no disclosure is required if the transactions have all been concluded under normal market conditions and so a 'N/A' answer can be given.  If there are no transactions but there are outstanding balances you should answer 'Yes' to this question, although if you are using the Companies Act formats, the disclosure of oustanding balances is covered by using those formats and disclosing the balances within debtors and/or creditors.  Therefore if this is the case, a 'N/A' answer can be given."
"Question Title Mismatch","Leases: scope","Leases: scope - Finance Leases as lessee: scope"
"Question Title Mismatch","Finance Leases as lessee: scope","Leases: scope - Finance Leases as lessee: scope"
"Question Title Mismatch","Operating leases as lessee: scope","Leases: scope - Operating leases as lessee: scope"
"Question Title Mismatch","Finance Leases as lessor: scope","Leases: scope - Finance Leases as lessor: scope"
"Question Title Mismatch","Operating Leases as lessor: scope","Leases: scope - Operating Leases as lessor: scope"
"Question Body Mismatch","Has the entity recognised revenue arising from the following transactions and events:","Has the entity recognised revenue arising from the following transactions and events:

(a) the sale of goods;"
"Question Body Mismatch","(a) the sale of goods;","Has the entity recognised revenue arising from the following transactions and events:

(a) the sale of goods;"
"Question Body Mismatch","(b) the rendering of services;","Has the entity recognised revenue arising from the following transactions and events:

(b) the rendering of services;"
"Question Body Mismatch","(c) construction contracts in which the entity is the contractor;","Has the entity recognised revenue arising from the following transactions and events:

(c) construction contracts in which the entity is the contractor;"
"Question Body Mismatch","Does the reporting entity have foreign activities which it accounts for as follows:","Does the reporting entity have foreign activities which it accounts for as follows:

(a) as transactions in foreign currencies;"
"Question Body Mismatch","(a) as transactions in foreign currencies;","Does the reporting entity have foreign activities which it accounts for as follows:

(a) as transactions in foreign currencies;"
"Question Body Mismatch","(b) or as foreign operations; or","Does the reporting entity have foreign activities which it accounts for as follows:

(b) or as foreign operations; or"
"Question Body Mismatch","(c) does it present its financial statements in a foreign currency?","Does the reporting entity have foreign activities which it accounts for as follows:

(c) does it present its financial statements in a foreign currency?"
